sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
2322.693326081705,4316,4253,213,75,0.5,54,54
440029.5441543594,5727,5915,0,0,0.75,80,80
359473.19988201675,6373,6807,0,0,1,98,104
-66386.4870228142,2496,2263,465,465,0.25,26,26
3916.3777148034487,4718,4253,111,75,0.5,54,54
341593.4739319989,5486,5915,0,0,0.75,80,80
357687.3036648447,5914,6807,0,0,1,99,104
25385.791318928175,2615,2263,530,465,0.25,26,26
258441.64816593577,4409,4253,75,75,0.5,54,54
336465.65301193646,5731,5915,0,0,0.75,80,80
506513.9752599837,5912,6807,0,0,1,99,104
-15384.155099780988,2608,2263,550,465,0.25,26,26
187788.7872550845,4301,4253,111,75,0.5,54,54
488939.85628721665,5783,5915,0,0,0.75,80,80
498417.514048648,6027,6807,0,0,1,98,104
-16694.226478155906,2339,2263,488,465,0.25,26,26
113936.92797127445,4232,4253,180,75,0.5,54,54
255671.8487754765,5377,5915,75,0,0.75,80,80
246026.91033672632,6211,6807,0,0,1,100,104
-49306.588436922066,2371,2263,531,465,0.25,26,26
167323.86215963992,4534,4253,146,75,0.5,54,54
357989.94093991315,5683,5915,38,0,0.75,80,80
389680.4916960794,6432,6807,0,0,1,100,104
-51614.4582961362,2277,2263,531,465,0.25,26,26
2565.0316865545783,4034,4253,213,75,0.5,54,54
202056.7581438744,5282,5915,0,0,0.75,80,80
303571.5661488847,5734,6807,0,0,1,98,104
142845.56141554244,2117,2263,488,465,0.25,26,26
76580.06107885434,4039,4253,213,75,0.5,54,54
335781.0505188233,5319,5915,0,0,0.75,80,80
419951.4480076793,5970,6807,0,0,1,100,104
-47376.94874740766,2472,2263,531,465,0.25,26,26
6356.227945034057,3930,4253,146,75,0.5,54,54
274659.9312699268,5290,5915,0,0,0.75,80,80
347579.3531299967,5621,6807,0,0,1,98,104
-72749.9145363891,2418,2263,531,465,0.25,26,26
21184.449686285538,3867,4253,276,75,0.5,54,54
449020.1982747424,5357,5915,0,0,0.75,80,80
637322.2540035067,5998,6807,0,0,1,98,104
-17084.59826641845,2502,2263,488,465,0.25,26,26
231901.58231782337,4593,4253,38,75,0.5,54,54
472632.4412402241,5564,5915,0,0,0.75,80,80
417959.04769097036,5975,6807,0,0,1,99,104
