sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
204108.38738121768,5008,6807,390,0,1,99,104
-26998.035414760303,2546,2263,488,465,0.25,26,26
133929.74258941368,3928,4253,363,75,0.5,54,54
171528.60228561438,4581,5915,363,0,0.75,80,80
203565.98198022883,4970,6807,363,0,1,99,104
10537.822137064708,2042,2263,570,465,0.25,26,26
83965.90164936609,4075,4253,416,75,0.5,54,54
269580.45931869687,4619,5915,390,0,0.75,80,80
196875.91696575138,5077,6807,390,0,1,99,104
-30507.052588953935,2230,2263,570,465,0.25,26,26
-10284.033517149704,3634,4253,465,75,0.5,54,54
165911.16539303877,4843,5915,390,0,0.75,80,80
257739.14184847017,5226,6807,390,0,1,100,104
21407.2089588922,2436,2263,569,465,0.25,26,26
-85234.45985305755,4128,4253,416,75,0.5,54,54
112418.49948058565,4724,5915,416,0,0.75,80,80
163012.56634646564,4977,6807,416,0,1,100,104
-39616.99374553669,2440,2263,551,465,0.25,26,26
56379.5397343833,3898,4253,416,75,0.5,54,54
46562.41136189208,4434,5915,416,0,0.75,80,80
89774.1238941496,4937,6807,390,0,1,100,104
-50829.61883204326,2473,2263,588,465,0.25,26,26
-50477.176347183995,3723,4253,441,75,0.5,54,54
164651.18999371948,4924,5915,416,0,0.75,80,80
190059.031803814,5338,6807,416,0,1,100,104
-59236.16216235623,2280,2263,588,465,0.25,26,26
49288.519838373424,4059,4253,416,75,0.5,54,54
202821.20457392687,4918,5915,416,0,0.75,80,80
202848.15082375752,5289,6807,416,0,1,99,104
-30032.944597188452,2162,2263,531,465,0.25,26,26
50511.95334627011,3633,4253,390,75,0.5,54,54
125116.43944310781,4219,5915,390,0,0.75,80,80
112062.35263023313,4421,6807,390,0,1,98,104
-37207.19623462102,2305,2263,551,465,0.25,26,26
274117.76343343215,3629,4253,335,75,0.5,54,54
281465.313015183,4630,5915,335,0,0.75,80,80
246872.25968109557,5058,6807,335,0,1,100,104
-30503.452175153427,2364,2263,531,465,0.25,26,26
66096.5717694425,3900,4253,390,75,0.5,54,54
127058.27090577353,4349,5915,416,0,0.75,80,80
73667.15705448587,4752,6807,416,0,1,98,104
-28005.77283210318,2711,2263,605,465,0.25,26,26
125130.90789170601,3802,4253,390,75,0.5,54,54
144220.95159972247,4909,5915,390,0,0.75,80,80
143334.56291216367,4986,6807,390,0,1,98,104
-16666.178256167488,2550,2263,551,465,0.25,26,26
12030.646566903772,3799,4253,416,75,0.5,54,54
235123.20712275658,4315,5915,416,0,0.75,80,80
185441.91643765557,4833,6807,416,0,1,99,104
68059.86774186109,2488,2263,531,465,0.25,26,26
49627.268209810674,4015,4253,416,75,0.5,54,54
172361.96683843038,4594,5915,390,0,0.75,80,80
214081.758025492,4790,6807,390,0,1,100,104
-49816.16868372935,2270,2263,570,465,0.25,26,26
-70502.21417745443,3537,4253,416,75,0.5,54,54
30634.982323280186,4172,5915,416,0,0.75,80,80
37344.56942859415,4465,6807,416,0,1,99,104
-37037.22161525371,2324,2263,570,465,0.25,26,26
185448.00959757704,3811,4253,363,75,0.5,54,54
211786.57710677158,5172,5915,335,0,0.75,80,80
168250.3011538834,5439,6807,335,0,1,99,104
-86543.61616222512,2202,2263,621,465,0.25,26,26
76385.10233952098,3886,4253,416,75,0.5,54,54
67118.28257588056,4778,5915,416,0,0.75,80,80
68690.59317665108,5223,6807,416,0,1,100,104
-25081.843161580568,2177,2263,570,465,0.25,26,26
110525.48234862415,3393,4253,416,75,0.5,54,54
248728.04072459554,4378,5915,363,0,0.75,80,80
184708.84169752314,4796,6807,363,0,1,99,104
-23022.242618748536,2087,2263,588,465,0.25,26,26
131066.40592865509,3658,4253,363,75,0.5,54,54
203952.73339336007,4449,5915,363,0,0.75,80,80
166516.93327023182,5218,6807,363,0,1,101,104
12204.391112937074,2604,2263,510,465,0.25,26,26
58426.23493985819,4236,4253,416,75,0.5,54,54
228295.49122173546,4709,5915,390,0,0.75,80,80
267064.0664804773,5002,6807,390,0,1,100,104
-35589.115704540476,2453,2263,531,465,0.25,26,26
45771.18233781929,3971,4253,363,75,0.5,54,54
96279.18700650903,4643,5915,363,0,0.75,80,80
124649.89185098403,4984,6807,363,0,1,100,104
31931.196955600248,2448,2263,570,465,0.25,26,26
87422.66492832212,3817,4253,416,75,0.5,54,54
178330.0653537597,4759,5915,416,0,0.75,80,80
231808.6639288705,5179,6807,416,0,1,99,104
111267.73582727458,2687,2263,510,465,0.25,26,26
173243.80967339277,4012,4253,390,75,0.5,54,54
185585.41676228243,4784,5915,390,0,0.75,80,80
183850.16953341634,5097,6807,390,0,1,99,104
-39752.78520334819,2439,2263,570,465,0.25,26,26
-3757.982531196305,3722,4253,416,75,0.5,54,54
44406.80016973617,4674,5915,390,0,0.75,80,80
62438.37776970535,5195,6807,390,0,1,99,104
-52398.49498230234,2247,2263,588,465,0.25,26,26
-12017.906529055788,3719,4253,416,75,0.5,54,54
83077.02768129528,4435,5915,416,0,0.75,80,80
95248.80944621064,5745,6807,390,0,1,102,104
-33605.1832898901,2426,2263,570,465,0.25,26,26
204900.818797463,3524,4253,416,75,0.5,54,54
187094.37913247166,4214,5915,416,0,0.75,80,80
166385.70957630468,4644,6807,416,0,1,99,104
39878.568827096475,2912,2263,510,465,0.25,26,26
145514.21315924515,3929,4253,363,75,0.5,54,54
180645.39876899988,5054,5915,335,0,0.75,80,80
128547.34889010803,5578,6807,335,0,1,100,104
-9213.36290942812,2354,2263,570,465,0.25,26,26
31572.733031881588,4103,4253,390,75,0.5,54,54
136908.13923536925,4725,5915,416,0,0.75,80,80
160385.01312845657,5110,6807,416,0,1,100,104
-19991.42186845839,2800,2263,531,465,0.25,26,26
13820.99543184666,4189,4253,390,75,0.5,54,54
151041.6064220426,5050,5915,390,0,0.75,80,80
168561.3348695354,5407,6807,390,0,1,99,104
-47539.25393988579,2244,2263,570,465,0.25,26,26
-2934.193840996395,3444,4253,416,75,0.5,54,54
74464.61366279019,4432,5915,416,0,0.75,80,80
82585.67878344431,4887,6807,416,0,1,100,104
9289.749361608327,2457,2263,531,465,0.25,26,26
368504.0774272775,4309,4253,363,75,0.5,54,54
384049.3373338201,5347,5915,363,0,0.75,80,80
264076.9830213406,5949,6807,335,0,1,100,104
-61410.6896811255,2252,2263,570,465,0.25,26,26
-30331.85205559642,3801,4253,416,75,0.5,54,54
100944.80324135907,4874,5915,416,0,0.75,80,80
160297.0260675379,4927,6807,416,0,1,99,104
-36873.97176120062,2435,2263,588,465,0.25,26,26
136063.79744657478,3863,4253,390,75,0.5,54,54
177654.9655226382,4197,5915,390,0,0.75,80,80
142020.74941315103,4444,6807,390,0,1,100,104
15932.566093753181,2350,2263,588,465,0.25,26,26
-4297.262773353791,3809,4253,416,75,0.5,54,54
156573.56474538456,4508,5915,390,0,0.75,80,80
148252.57453689902,5081,6807,390,0,1,99,104
-8754.949664458612,2455,2263,510,465,0.25,26,26
53301.852298284124,3851,4253,390,75,0.5,54,54
149150.16315911082,4808,5915,390,0,0.75,80,80
145925.61298198806,5619,6807,390,0,1,101,104
-65330.1551432076,2311,2263,570,465,0.25,26,26
3553.611544155835,3982,4253,416,75,0.5,54,54
115548.87709586436,4809,5915,416,0,0.75,80,80
192322.4758873638,5348,6807,390,0,1,99,104
-31508.02400211091,2107,2263,570,465,0.25,26,26
85640.00246224341,3722,4253,363,75,0.5,54,54
107384.05405164417,4466,5915,363,0,0.75,80,80
77438.2287119841,4621,6807,363,0,1,99,104
-11205.25984482704,2205,2263,531,465,0.25,26,26
-21824.881569420846,3923,4253,416,75,0.5,54,54
34967.76477214029,4918,5915,416,0,0.75,80,80
48029.10508496171,5056,6807,416,0,1,99,104
-51020.19785826112,2584,2263,531,465,0.25,26,26
146798.60389838085,4357,4253,416,75,0.5,54,54
199782.50017180026,4828,5915,416,0,0.75,80,80
208743.54166848355,5095,6807,416,0,1,100,104
-33926.539391569175,2384,2263,570,465,0.25,26,26
142932.99749309244,3871,4253,416,75,0.5,54,54
2751.8608105567027,4917,5915,390,0,0.75,80,80
36428.48342650062,5016,6807,390,0,1,100,104
-68275.91328903432,2370,2263,570,465,0.25,26,26
186500.38921049403,3725,4253,390,75,0.5,54,54
158630.55202832015,5068,5915,335,0,0.75,80,80
206022.6272996824,5103,6807,335,0,1,99,104
-34183.69249525883,2291,2263,531,465,0.25,26,26
86399.35113186843,3473,4253,363,75,0.5,54,54
88393.37865744538,4642,5915,363,0,0.75,80,80
79953.33689423373,5230,6807,363,0,1,100,104
-66258.74246771407,2357,2263,587,465,0.25,26,26
94906.70248103379,3977,4253,363,75,0.5,54,54
136545.55880697808,4539,5915,390,0,0.75,80,80
162941.58222859606,4693,6807,390,0,1,98,104
-39408.06330410915,2375,2263,570,465,0.25,26,26
36353.057975278876,3858,4253,416,75,0.5,54,54
110815.62051574155,4369,5915,416,0,0.75,80,80
126877.28183911854,4891,6807,416,0,1,99,104
-56837.2697999642,2392,2263,551,465,0.25,26,26
134421.62821352365,3564,4253,416,75,0.5,54,54
304371.2200414195,4352,5915,416,0,0.75,80,80
273037.3641787594,4720,6807,416,0,1,99,104
-24567.505704264382,2704,2263,488,465,0.25,26,26
20973.85643411165,3729,4253,416,75,0.5,54,54
123741.26914154818,4130,5915,416,0,0.75,80,80
65898.4852118162,4565,6807,416,0,1,101,104
-64474.743987892405,2150,2263,570,465,0.25,26,26
95944.27540090833,3555,4253,416,75,0.5,54,54
247017.05380512902,4580,5915,363,0,0.75,80,80
235156.89508457348,4793,6807,363,0,1,98,104
-22504.640639081415,1997,2263,605,465,0.25,26,26
7169.1256750594275,3936,4253,390,75,0.5,54,54
125163.94140948585,4522,5915,390,0,0.75,80,80
79978.60428667451,5080,6807,390,0,1,100,104
-628.8422640596305,2225,2263,551,465,0.25,26,26
144300.2655082221,3528,4253,390,75,0.5,54,54
102974.46240797052,4469,5915,390,0,0.75,80,80
120137.22474553408,5475,6807,390,0,1,101,104
-19242.352083324527,2247,2263,551,465,0.25,26,26
58834.15662443691,3399,4253,416,75,0.5,54,54
115643.33112892916,4500,5915,416,0,0.75,80,80
90422.91988525358,5021,6807,416,0,1,99,104
-18897.83407261667,2323,2263,570,465,0.25,26,26
-101423.41330255492,3677,4253,441,75,0.5,54,54
140669.4332826029,4629,5915,363,0,0.75,80,80
195851.082167947,4932,6807,335,0,1,100,104
-8742.341599182888,2138,2263,605,465,0.25,26,26
93437.36764661879,3119,4253,416,75,0.5,54,54
79471.8215037353,4388,5915,416,0,0.75,80,80
65966.41072138007,4594,6807,416,0,1,99,104
46288.575214839046,2590,2263,551,465,0.25,26,26
-4205.573412634302,4043,4253,416,75,0.5,54,54
321375.09740722395,4641,5915,390,0,0.75,80,80
245868.25778654174,4758,6807,390,0,1,98,104
-124471.17068294346,2315,2263,510,465,0.25,26,26
-91328.46789204338,3727,4253,390,75,0.5,54,54
43836.366797571885,3835,5915,390,0,0.75,80,80
53146.10279314277,4571,6807,390,0,1,100,104
-12704.264339283582,2752,2263,570,465,0.25,26,26
-8354.085689182251,4211,4253,363,75,0.5,54,54
174851.66417244857,5053,5915,363,0,0.75,80,80
161937.78121088244,5122,6807,363,0,1,99,104
-10865.208665643439,2334,2263,588,465,0.25,26,26
95566.93543114034,3767,4253,416,75,0.5,54,54
345481.2410307288,4434,5915,416,0,0.75,80,80
166420.22264055436,5122,6807,390,0,1,100,104
4606.926121747709,2031,2263,551,465,0.25,26,26
76774.93499491616,3976,4253,363,75,0.5,54,54
133889.73414239494,4652,5915,390,0,0.75,80,80
123497.67975455688,4941,6807,390,0,1,99,104
-107476.72704834546,2034,2263,570,465,0.25,26,26
-68754.92370394737,3819,4253,390,75,0.5,54,54
105141.14101667966,4877,5915,390,0,0.75,80,80
72955.77343782666,5073,6807,390,0,1,99,104
-40467.58322986114,2550,2263,551,465,0.25,26,26
176956.38393446288,3613,4253,416,75,0.5,54,54
134821.65808204928,4412,5915,416,0,0.75,80,80
120434.58206469956,5103,6807,416,0,1,100,104
-74120.56266625477,2130,2263,588,465,0.25,26,26
62410.420706758,3890,4253,390,75,0.5,54,54
415390.0540121111,4798,5915,335,0,0.75,80,80
182979.16334779852,5185,6807,335,0,1,99,104
-890.0446486158507,2282,2263,570,465,0.25,26,26
209999.8659215584,3693,4253,363,75,0.5,54,54
266758.9516191165,5106,5915,335,0,0.75,80,80
279493.85226920556,5367,6807,335,0,1,100,104
-30501.45589173705,2794,2263,551,465,0.25,26,26
-14837.069609878468,4310,4253,416,75,0.5,54,54
162970.4499452548,4885,5915,390,0,0.75,80,80
201531.15086344557,5324,6807,390,0,1,99,104
-4040.619591702526,2346,2263,551,465,0.25,26,26
58516.5871058606,3602,4253,416,75,0.5,54,54
98619.09976440165,4204,5915,416,0,0.75,80,80
100522.46023523802,4461,6807,416,0,1,99,104
-302.3590613158676,2234,2263,551,465,0.25,26,26
145026.5754153485,3583,4253,416,75,0.5,54,54
63819.30491852584,4583,5915,390,0,0.75,80,80
139406.79373264048,4778,6807,390,0,1,100,104
-34913.01431984914,2227,2263,570,465,0.25,26,26
13020.210728906086,3856,4253,416,75,0.5,54,54
22755.624437711987,4669,5915,416,0,0.75,80,80
29463.474321500165,4937,6807,416,0,1,98,104
-96327.38218492312,2823,2263,570,465,0.25,26,26
52135.707585072676,3989,4253,390,75,0.5,54,54
171879.72068303512,4463,5915,390,0,0.75,80,80
228532.0616297707,4936,6807,363,0,1,100,104
-34055.638657368865,2588,2263,531,465,0.25,26,26
22838.85824486963,4001,4253,416,75,0.5,54,54
79275.46669959233,4615,5915,390,0,0.75,80,80
100964.17215902774,4868,6807,390,0,1,99,104
-9745.051337335797,2310,2263,588,465,0.25,26,26
51520.34520365474,4165,4253,390,75,0.5,54,54
270328.7368912773,5097,5915,390,0,0.75,80,80
143643.59805102425,5278,6807,390,0,1,100,104
-44824.21457179705,2416,2263,551,465,0.25,26,26
43504.257730305486,3586,4253,441,75,0.5,54,54
87292.87783674583,4365,5915,416,0,0.75,80,80
117756.83740787064,4668,6807,416,0,1,98,104
-51002.228438328624,2676,2263,531,465,0.25,26,26
99326.56129409748,3739,4253,390,75,0.5,54,54
146027.35373975383,5051,5915,416,0,0.75,80,80
178007.30953951128,5171,6807,416,0,1,98,104
-37934.457644011505,2495,2263,551,465,0.25,26,26
-30016.57219962577,3765,4253,441,75,0.5,54,54
237357.31321768658,4813,5915,416,0,0.75,80,80
153202.78425513502,5133,6807,416,0,1,100,104
-98043.37230256014,2574,2263,551,465,0.25,26,26
-102950.16571907268,3720,4253,390,75,0.5,54,54
100028.5262980475,4519,5915,390,0,0.75,80,80
111278.76701475789,4887,6807,390,0,1,98,104
-3912.724188018842,2381,2263,510,465,0.25,26,26
75249.44573795653,3203,4253,390,75,0.5,54,54
144118.4875654962,4025,5915,390,0,0.75,80,80
126685.62392695775,4368,6807,390,0,1,98,104
-5531.3357473275855,2668,2263,551,465,0.25,26,26
169777.89430719274,3857,4253,390,75,0.5,54,54
301555.046312391,4790,5915,363,0,0.75,80,80
275943.91873999016,5108,6807,363,0,1,98,104
-40159.15847306496,2692,2263,551,465,0.25,26,26
146153.45110025202,4140,4253,390,75,0.5,54,54
235062.12706422902,4799,5915,390,0,0.75,80,80
222080.65848902788,5131,6807,390,0,1,99,104
-94.37566141799198,2346,2263,510,465,0.25,26,26
3236.587325739302,3960,4253,363,75,0.5,54,54
162010.6650628232,4875,5915,363,0,0.75,80,80
152855.44648036634,5293,6807,363,0,1,98,104
-73032.29625397963,2327,2263,551,465,0.25,26,26
26044.2032389874,4178,4253,363,75,0.5,54,54
131049.46319881803,4494,5915,363,0,0.75,80,80
197050.52201271657,4917,6807,335,0,1,98,104
-56273.317227441854,2462,2263,551,465,0.25,26,26
48263.80388660626,3845,4253,416,75,0.5,54,54
169281.9114074427,4519,5915,390,0,0.75,80,80
124413.06064639801,4776,6807,390,0,1,98,104
-36939.97469624889,2512,2263,488,465,0.25,26,26
66313.7479155864,4093,4253,363,75,0.5,54,54
93489.84840201582,5102,5915,363,0,0.75,80,80
103820.25945231912,5286,6807,363,0,1,99,104
-42563.339885073474,2578,2263,510,465,0.25,26,26
