sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
279982.1401064745,5816,5841,111,0,0.75,78,78
191088.77316798366,6500,6807,75,0,1,100,104
-2917.270516956602,2697,2749,656,656,0.25,26,26
-163840.74393105585,4482,4461,111,0,0.5,52,52
-85629.2136388139,5723,5998,180,0,0.75,78,78
155433.77944896003,6312,6807,111,0,1,103,104
-184331.38297621263,2556,2661,608,547,0.25,26,26
-1351630.960252374,4915,4501,111,38,0.5,52,52
130696.38970352322,5972,6002,146,0,0.75,78,78
47686.7192103773,6563,6807,111,0,1,103,104
-24693.029599692534,2768,2632,506,607,0.25,26,26
-368261.05219398194,4235,4584,146,0,0.5,52,52
38124.54991907011,5478,5819,38,0,0.75,78,78
-85529.24360950127,6047,6807,146,0,1,104,104
-26935.687291379392,2428,2748,613,584,0.25,26,26
-170590.95108727913,4127,4582,207,38,0.5,52,52
-42735.038202170894,5693,5859,146,0,0.75,78,78
-14765.01714880982,6325,6807,180,0,1,102,104
154375.45576083325,2852,2215,412,661,0.25,26,26
-77945.69209876616,4674,4430,146,0,0.5,52,52
265922.75047476834,5539,5882,38,0,0.75,78,78
61983.35481035498,6212,6807,111,0,1,100,104
7532.526205737416,2213,2564,596,660,0.25,26,26
-41878.19021627615,4334,4508,179,38,0.5,52,52
-174988.8212809884,5322,5760,38,0,0.75,78,78
88336.56083106177,6430,6807,75,0,1,102,104
56187.73657645953,2643,2589,562,643,0.25,26,26
-1534880.5165362395,4488,4228,75,38,0.5,52,52
-76327.64049291558,5581,5423,111,0,0.75,78,78
62341.119165981756,6444,6807,146,0,1,103,104
-19902.975346436113,2888,2731,545,478,0.25,26,26
-91107.80764550348,4599,4427,213,74,0.5,52,52
-40900.69493224178,5359,6113,180,0,0.75,78,78
-53667.4751182368,6317,6807,146,0,1,104,104
13323.923866783505,2491,2807,637,628,0.25,26,26
924689.98940596,4431,4283,75,111,0.5,52,52
100124.32249593225,5633,6125,111,0,0.75,78,78
53037.51718305754,6092,6807,146,0,1,102,104
-12715.615407541249,2840,2780,636,605,0.25,26,26
975444.4412865741,4412,4506,146,38,0.5,52,52
2478.067043766362,5701,6106,213,0,0.75,78,78
102416.72305581343,6341,6807,111,0,1,103,104
111128.80354853965,2887,2591,503,506,0.25,26,26
-428236.8384258869,4760,4670,111,75,0.5,52,52
-204922.93522347484,5745,6070,111,0,0.75,78,78
-3582.3507542201532,6285,6807,146,0,1,102,104
15717.089738880471,2225,2748,566,613,0.25,26,26
-82475.18333864977,4178,4762,146,38,0.5,52,52
-46337.79277474276,5184,5924,213,0,0.75,78,78
-6563.75768569882,5989,6807,180,0,1,103,104
-15489.624175659485,2862,2469,627,523,0.25,26,26
-931035.0179531197,4474,4611,146,0,0.5,52,52
370327.5211750157,5566,5928,111,38,0.75,78,78
42462.035852790126,6447,6807,75,0,1,102,104
-35865.58674506353,2440,2544,583,627,0.25,26,26
428605.13049705426,4318,4301,180,75,0.5,52,52
-14652.089858865977,5853,5867,111,0,0.75,78,78
-40985.1290085493,6448,6807,213,0,1,103,104
9590.309662997515,2397,2399,580,650,0.25,26,26
-176197.02846742352,4458,4931,75,0,0.5,52,52
84114.94002244454,5643,6092,75,0,0.75,78,78
-38228.643825853884,6168,6807,213,0,1,101,104
112307.82380988827,2929,2620,363,587,0.25,26,26
-177112.27391110949,4482,4480,146,38,0.5,52,52
118719.34708924875,5610,6039,111,0,0.75,78,78
40983.603277287504,6409,6807,111,0,1,103,104
-42144.54294027918,2582,2624,583,622,0.25,26,26
-286250.73817511945,4103,4406,213,0,0.5,52,52
63805.530141944444,5589,5481,146,0,0.75,78,78
